url,start_date,end_date
https://x.com/12y4nm,2023-10-07T00:00:00.000Z,
https://x.com/BrodyJ1991,2023-10-07T00:00:00.000Z,
https://x.com/debbiesilvester,2023-10-07T00:00:00.000Z,
https://x.com/NaomiJoanC,2023-10-07T00:00:00.000Z,
https://x.com/inkyuyoon,2023-10-07T00:00:00.000Z,
https://x.com/giorgiacj,2023-10-07T00:00:00.000Z,
https://x.com/domknight,2023-10-07T00:00:00.000Z,
https://x.com/MikeySlezak,2023-10-07T00:00:00.000Z,
https://x.com/MARIAZEEE398346,2023-10-07T00:00:00.000Z,
https://x.com/vudia1,2023-10-07T00:00:00.000Z,
https://x.com/amelia_graham41,2023-10-07T00:00:00.000Z,
https://x.com/KyleAda98403664,2023-10-07T00:00:00.000Z,
https://x.com/EBFarnum,2023-10-07T00:00:00.000Z,
https://x.com/PeterRo30482335,2023-10-07T00:00:00.000Z,
https://x.com/reimann61,2023-10-07T00:00:00.000Z,
https://x.com/SydQueerMuslims,2023-10-07T00:00:00.000Z,
https://x.com/SydneyLWatson,2023-10-07T00:00:00.000Z,
https://x.com/AlexRyvchin,2023-10-07T00:00:00.000Z,
https://x.com/RositaDaz48,2023-10-07T00:00:00.000Z,
https://x.com/LuanaGoriss,2023-10-07T00:00:00.000Z,
https://x.com/MenachemV,2023-10-07T00:00:00.000Z,
https://x.com/imbalaska,2023-10-07T00:00:00.000Z,
https://x.com/MaulingWallSt,2023-10-07T00:00:00.000Z,
https://x.com/ljd216,2023-10-07T00:00:00.000Z,
https://x.com/sarlils23,2023-10-07T00:00:00.000Z,
https://x.com/DrewPavlou,2023-10-07T00:00:00.000Z,
https://x.com/AusAmbIsrael,2023-10-07T00:00:00.000Z,
https://x.com/MarkDreyfusKCMP,2023-10-07T00:00:00.000Z,
https://x.com/ClareONeilMP,2023-10-07T00:00:00.000Z,
https://x.com/AlboMP,2023-10-07T00:00:00.000Z,
https://x.com/thekhaledahmed,2023-10-07T00:00:00.000Z,
https://x.com/Ibzi10_,2023-10-07T00:00:00.000Z,
https://x.com/adnanbwp,2023-10-07T00:00:00.000Z,
https://x.com/mhosseini_ali,2023-10-07T00:00:00.000Z,
https://x.com/wajji009,2023-10-07T00:00:00.000Z,
https://x.com/medical_muslim,2023-10-07T00:00:00.000Z,
https://x.com/sultanofpakistn,2023-10-07T00:00:00.000Z,
https://x.com/MuslimYouthAU,2023-10-07T00:00:00.000Z,
https://x.com/MuslimYouthACT,2023-10-07T00:00:00.000Z,
https://x.com/umofaustralia,2023-10-07T00:00:00.000Z,
https://x.com/Just_1987,2023-10-07T00:00:00.000Z,
https://x.com/Joey1800callme,2023-10-07T00:00:00.000Z,
https://x.com/AhmadiyyaVIC,2023-10-07T00:00:00.000Z,
https://x.com/LukeGoo04069333,2023-10-07T00:00:00.000Z,
https://x.com/tanya_plibersek,2023-10-07T00:00:00.000Z,
https://x.com/DalaiKoala,2023-10-07T00:00:00.000Z,
https://x.com/RealHughJackman,2023-10-07T00:00:00.000Z,
https://x.com/TheGuyPearce,2023-10-07T00:00:00.000Z,
https://x.com/russellcrowe,2023-10-07T00:00:00.000Z,
https://x.com/chrishemsworth,2023-10-07T00:00:00.000Z,
https://x.com/kylieminogue,2023-10-07T00:00:00.000Z,
https://x.com/Sia,2023-10-07T00:00:00.000Z,
https://x.com/natimbruglia,2023-10-07T00:00:00.000Z,
https://x.com/olivianj,2023-10-07T00:00:00.000Z,
https://x.com/DeltaGoodrem,2023-10-07T00:00:00.000Z,
https://x.com/IanThorpe,2023-10-07T00:00:00.000Z,
https://x.com/CodySimpson,2023-10-07T00:00:00.000Z,
https://x.com/IGGYAZALEA,2023-10-07T00:00:00.000Z,
